REPORT_DISTRICT,REPORT_DISTNAME,REPORT_CHARTER_STATUS,BLANK_COLUMN,DISTRICT,SERVICE,SERVICEX,CTE_STUDENTS,CTE_HOURS,CTE_AVG,ALL_STUDENTS,ALL_HOURS,ALL_AVG
,,,,15908,3340100,US HISTORY STUDIES SINCE 1877,52,312,6,59,354,6
,,,,15908,3350100,PSYCHOLOGY (PSYCH),43,129,3,61,183,3
,,,,15908,3500110,ART I - ART APPRECIATION,31,93,3,106,318,3
,,,,15908,3810100,HEALTH EDUCATION (HLTH ED),60,180,3,113,339,3
,,,,15908,13028000,RESEARCH IN INFO TECH SOL,3,12,4,6,6,6
Total,,,,15908,,,400,"1,680",4.2,562,"2,214",3.9
,,,,15908,,,,,,,,
15909,SOMERSET ISD,TRADITIONAL ISD/CSD,,15909,3040007,CHEMISTRY,3.5,3.5,3.5,3.5,3.5,3.5
,,,,15909,3102500,INDEP STUDY IN MATH (1ST TIME),2,2,2,2,2,2
,,,,15909,3155400,MUSIC STUDIES - MUSIC THEORY I,1,1,1,30,30,1
,,,,15909,3220300,ENGLISH III (ENG 3),26,153,5.9,27,159,5.9
,,,,15909,3220400,ENGLISH IV (ENG 4),25,141,5.6,26,147,5.7
,,,,15909,3221800,INDEP STUDY/ENGLISH (1ST TIME),3.5,3.5,3.5,3.5,3.5,3.5
,,,,15909,3241400,COMMUNICATION APPLICATIONS,,0,,13,39,3
,,,,15909,3250100,"THEATRE I, THEATRE ARTS I",,0,,10,30,3
,,,,15909,3310300,ECONOMICS W/EMPH FREE ENTERPR,24,72,3,25,75,3
,,,,15909,3330100,UNITED STATES GOVERNMENT (GOVT,28,84,3,29,87,3
,,,,15909,3340100,US HISTORY STUDIES SINCE 1877,28,153,5.5,29,159,5.5
,,,,15909,3350100,PSYCHOLOGY (PSYCH),3.5,3.5,3.5,14,43,3.1
,,,,15909,3440300,LANG O/T ENGLISH III - SPANISH,14,81,5.8,14,81,5.8
,,,,15909,3810100,HEALTH EDUCATION (HLTH ED),,0,,13,39,3
,,,,15909,13020600,ANATOMY & PHYSIOLOGY,2,2,2,2,2,2
,,,,15909,13027600,COMPUTER PROGRAMMING,2,2,2,2,2,2
,,,,15909,13027900,WEB TECHNOLOGIES,4,4,4,4,4,4
,,,,15909,13032500,PRECISION METAL MANUFACTURING,4,4,4,4,4,4
,,,,15909,13032900,MANUFACTURING ENGINEERING,3,12,4,3,12,4
,,,,15909,13039300,"ENERGY, PWR, & TRANS SYS",2,2,2,2,2,2
,,,,15909,13039400,AIRCRAFT TECHNOLOGY,3,12,4,3,12,4
,,,,15909,13039500,ADV AIRCRAFT TECHNOLOGY,3,12,4,3,12,4
,,,,15909,13039600,AUTOMOTIVE TECHNOLOGY,6,6,6,6,6,6
,,,,15909,13039700,ADV AUTOMOTIVE TECHNOLOGY,4,4,4,4,4,4
,,,,15909,13040200,TRANS SYSTEMS MGT,6,6,6,6,6,6
Total,,,,15909,,,173,786,4.5,253,981,3.9
,,,,15909,,,,,,,,
15910,NORTH EAST ISD,TRADITIONAL ISD/CSD,,15910,3101100,PRECALCULUS (PRE CALC),4,4,4,4,16,4
,,,,15910,3102500,INDEP STUDY IN MATH (1ST TIME),172,688,4,228,912,4
,,,,15910,3250300,"THEATRE III, THEATRE ARTS III",,0,,3,3,3
,,,,15910,3250400,"THEATRE IV, THEATRE ARTS IV",3,3,3,9,27,3
,,,,15910,3440400,LANG O/T ENGLISH IV - SPANISH,10,40,4,14,56,4
,,,,15910,3980300,LANG O/T ENGLISH III - ASL,13,75,5.8,18,105,5.8
,,,,15910,3980400,LANG O/T ENGLISH IV - ASL,6,6,6,6,6,6
,,,,15910,13000700,ADVANCED ANIMAL SCIENCE,41,240,5.9,41,240,5.9
,,,,15910,13001800,PRINC&ELEM OF FLORAL DESIGN,79,462,5.8,79,462,5.8
,,,,15910,13014400,INSTR PRACT IN ED & TRAINING,3,3,3,3,3,3
,,,,15910,13014500,PRACTICUM ED & TRAINING,3,12,4,3,12,4
,,,,15910,13020400,HEALTH SCIENCE,3,12,4,3,12,4
,,,,15910,13020600,ANATOMY & PHYSIOLOGY,58,464,8,58,464,8
,,,,15910,13020700,MEDICAL MICROBIOLOGY,4.5,4.5,4.5,4.5,4.5,4.5
,,,,15910,13024800,CHILD GUIDANCE,3,3,3,3,3,3
,,,,15910,13028000,RESEARCH IN INFO TECH SOL,6,6,6,6,6,6
,,,,15910,13028010,RESEARCH IN INFO TECH SOL II,6,6,6,6,6,6
,,,,15910,13032900,MANUFACTURING ENGINEERING,6,6,6,6,6,6
,,,,15910,13039500,ADV AIRCRAFT TECHNOLOGY,6,18,3,6,18,3
,,,,15910,13039600,AUTOMOTIVE TECHNOLOGY,47,258,5.5,47,258,5.5
,,,,15910,13039700,ADV AUTOMOTIVE TECHNOLOGY,20,185,9.3,20,185,9.3
,,,,15910,A3010200,AP BIOLOGY,100,796,8,191,"1,520",8
,,,,15910,A3100101,AP CALCULUS AB,4,4,4,4,4,4
,,,,15910,A3100102,AP CALCULUS BC,11,88,8,14,112,8
,,,,15910,A3100200,AP STATISTICS (APSTATS),21,84,4,40,160,4
,,,,15910,A3220200,AP ENGLISH LITERATURE AND COMP,398,"2,382",6,543,"3,252",6
,,,,15910,A3340100,AP UNITED STATES HISTORY,279,"1,653",5.9,551,"3,273",5.9
,,,,15910,A3440100,AP LANG OTH THAN ENG LV 4 SPAN,19,152,8,35,280,8
,,,,15910,A3440200,AP LANG OTH THAN ENG LV 5 SPAN,4.5,4.5,4.5,5,15,3
Total,,,,15910,,,"1,288","7,683",6,"1,909","11,437",6
,,,,15910,,,,,,,,
15911,EAST CENTRAL ISD,TRADITIONAL ISD/CSD,,15911,3101100,PRECALCULUS (PRE CALC),11,33,3,14,54,3.9
,,,,15911,3220300,ENGLISH III (ENG 3),6,6,6,6,6,6
,,,,15911,3220400,ENGLISH IV (ENG 4),37,204,5.5,42,234,5.6
,,,,15911,3241400,COMMUNICATION APPLICATIONS,21,63,3,28,84,3
,,,,15911,3310300,ECONOMICS W/EMPH FREE ENTERPR,12,36,3,15,45,3
,,,,15911,3330100,UNITED STATES GOVERNMENT (GOVT,12,36,3,16,48,3
,,,,15911,3340100,US HISTORY STUDIES SINCE 1877,14,69,4.9,26,135,5.2
,,,,15911,3350100,PSYCHOLOGY (PSYCH),12,36,3,16,48,3
,,,,15911,3370100,SOCIOLOGY (SOC),3,3,3,3,3,3
,,,,15911,3440300,LANG O/T ENGLISH III - SPANISH,9,36,4,14,42,3
,,,,15911,13011400,BUSIN INFO MGT I,17,96,5.6,17,96,5.6
,,,,15911,13011500,BUSIN INFO MGT II,14,72,5.1,14,72,5.1
,,,,15911,13020600,ANATOMY & PHYSIOLOGY,6,6,6,6,6,6
,,,,15911,13020800,PATHOPHYSIOLOGY,3,3,3,3,3,3
,,,,15911,13028000,RESEARCH IN INFO TECH SOL,10,30,3,10,30,3
,,,,15911,13028010,RESEARCH IN INFO TECH SOL II,3,12,4,3,12,4
,,,,15911,13029200,"PRINC LAW, PUB SAFE,CORRT &SEC",3,3,3,3,3,3
,,,,15911,13032600,ADV PRECISION METAL MANUF,3,12,4,3,12,4
,,,,15911,13032900,MANUFACTURING ENGINEERING,6,18,3,6,18,3
,,,,15911,13039300,"ENERGY, PWR, & TRANS SYS",3,12,4,3,12,4
,,,,15911,13039500,ADV AIRCRAFT TECHNOLOGY,6,18,3,6,18,3
,,,,15911,13039600,AUTOMOTIVE TECHNOLOGY,3,12,4,3,12,4
,,,,15911,13039700,ADV AUTOMOTIVE TECHNOLOGY,6,24,4,6,24,4
,,,,15911,13040200,TRANS SYSTEMS MGT,6,24,4,6,24,4
,,,,15911,13040410,"PRACTICUM TRANS, DIST & LOG II",4.5,4.5,4.5,4.5,4.5,4.5
Total,,,,15911,,,193,882,4.6,236,"1,065",4.5
,,,,15911,,,,,,,,
15912,SOUTHWEST ISD,TRADITIONAL ISD/CSD,,15912,3101100,PRECALCULUS (PRE CALC),38,272,7.2,44,320,7.3
,,,,15912,3155600,MUSIC STUDIES-MUSIC APPREC. I,3,3,3,3,3,3
,,,,15912,3220300,ENGLISH III (ENG 3),28,168,6,33,198,6
,,,,15912,3220400,ENGLISH IV (ENG 4),20,117,5.9,21,123,5.9
,,,,15912,3330100,UNITED STATES GOVERNMENT (GOVT,47,141,3,53,159,3
,,,,15912,3340100,US HISTORY STUDIES SINCE 1877,30,111,3.7,35,135,3.9
,,,,15912,3350100,PSYCHOLOGY (PSYCH),14,42,3,15,45,3
,,,,15912,13014500,PRACTICUM ED & TRAINING,3,3,3,3,3,3
,,,,15912,13020600,ANATOMY & PHYSIOLOGY,6,18,3,6,18,3
,,,,15912,13027300,COMPUTER MAINTENANCE,9,36,4,9,36,4
,,,,15912,13027400,TELECOMM & NETWORKING,9,36,4,9,36,4
,,,,15912,13028000,RESEARCH IN INFO TECH SOL,11,44,4,11,44,4
,,,,15912,13028010,RESEARCH IN INFO TECH SOL II,5,20,4,5,20,4
,,,,15912,13032600,ADV PRECISION METAL MANUF,10,40,4,10,40,4
,,,,15912,13032900,MANUFACTURING ENGINEERING,10,30,3,10,30,3
,,,,15912,13039400,AIRCRAFT TECHNOLOGY,5,10,2,5,10,2
,,,,15912,13039500,ADV AIRCRAFT TECHNOLOGY,10,40,4,10,40,4
,,,,15912,A3100101,AP CALCULUS AB,3,12,4,4,16,4
,,,,15912,A3100102,AP CALCULUS BC,32,236,7.4,37,276,7.5
,,,,15912,A3100200,AP STATISTICS (APSTATS),19,76,4,24,96,4
Total,,,,15912,,,271,"1,458",5.4,306,"1,651",5.4
,,,,15912,,,,,,,,
15913,LACKLAND ISD,TRADITIONAL ISD/CSD,,15913,3220400,ENGLISH IV (ENG 4),6,6,6,6,6,6
,,,,15913,3310300,ECONOMICS W/EMPH FREE ENTERPR,3,3,3,3,12,4
,,,,15913,3330100,UNITED STATES GOVERNMENT (GOVT,3,3,3,3,12,4
,,,,15913,13028000,RESEARCH IN INFO TECH SOL,6,6,6,6,6,6
,,,,15913,13028010,RESEARCH IN INFO TECH SOL II,6,6,6,6,6,6
Total,,,,15913,,,9,36,4,11,42,3.8
,,,,15913,,,,,,,,
15914,FT SAM HOUSTON ISD,TRADITIONAL ISD/CSD,,15914,3101100,PRECALCULUS (PRE CALC),,0,,4,4,4
,,,,15914,3102500,INDEP STUDY IN MATH (1ST TIME),4,4,4,3,12,4
,,,,15914,3220300,ENGLISH III (ENG 3),9,36,4,12,72,6
,,,,15914,3340100,US HISTORY STUDIES SINCE 1877,17,102,6,31,186,6
,,,,15914,13020400,HEALTH SCIENCE,,0,,6,6,6
,,,,15914,13020700,MEDICAL MICROBIOLOGY,,0,,6,6,6
,,,,15914,A3010200,AP BIOLOGY,5,20,4,16,64,4
,,,,15914,A3100101,AP CALCULUS AB,,0,,4,4,4
,,,,15914,A3100102,AP CALCULUS BC,3,3,3,3,3,3
,,,,15914,A3100200,AP STATISTICS (APSTATS),4,4,4,4,16,4
Total,,,,15914,,,29,169,5.8,64,376,5.9
,,,,15914,,,,,,,,
15915,NORTHSIDE ISD,TRADITIONAL ISD/CSD,,15915,3101100,PRECALCULUS (PRE CALC),434,"2,565",5.9,693,"4,110",5.9
,,,,15915,3102500,INDEP STUDY IN MATH (1ST TIME),93,549,5.9,121,714,5.9
,,,,15915,3220400,ENGLISH IV (ENG 4),186,"1,104",5.9,234,"1,392",5.9
,,,,15915,3310300,ECONOMICS W/EMPH FREE ENTERPR,23,69,3,35,105,3
,,,,15915,3330100,UNITED STATES GOVERNMENT (GOVT,27,81,3,39,117,3
,,,,15915,3370100,SOCIOLOGY (SOC),19,57,3,43,129,3
,,,,15915,3410300,LANG O/T ENGLISH III - FRENCH,,0,,6,18,3
,,,,15915,3440300,LANG O/T ENGLISH III - SPANISH,69,414,6,169,999,5.9
,,,,15915,3500500,"ART II, DRAWING I",16,96,6,28,168,6
,,,,15915,12701500,PROBLEMS AND SOLUTIONS,16,48,3,16,48,3
,,,,15915,13001500,"WILDLIFE, FISH & ECO MGT",10,60,6,10,60,6
,,,,15915,13004900,CONSTRUCTION MANAGEMENT,25,91,3.6,25,91,3.6
,,,,15915,13005100,CONSTRUCTION TECHNOLOGY,69,265,3.8,69,265,3.8
,,,,15915,13005200,ADVANCED CONSTR TECHNOLOGY,18,85,4.7,18,85,4.7
,,,,15915,13006100,ADV PIPING & PLUMBING TECH,15,45,3,15,45,3
,,,,15915,13006200,PRACTICUM IN CONSTR MGT,21,93,4.4,21,93,4.4
,,,,15915,13020300,MEDICAL TERMINOLOGY,31,93,3,31,93,3
,,,,15915,13027800,DIGITAL & INTERACTIVE MEDIA,26,153,5.9,26,153,5.9
,,,,15915,13028000,RESEARCH IN INFO TECH SOL,10,30,3,10,30,3
,,,,15915,13028010,RESEARCH IN INFO TECH SOL II,11,33,3,11,33,3
,,,,15915,13029200,"PRINC LAW, PUB SAFE,CORRT &SEC",7,21,3,7,21,3
,,,,15915,13029600,COURT SYS & PRACTICES,3,3,3,3,3,3
,,,,15915,13032900,MANUFACTURING ENGINEERING,6,24,4,6,24,4
,,,,15915,13039500,ADV AIRCRAFT TECHNOLOGY,3,12,4,3,12,4
,,,,15915,13040410,"PRACTICUM TRANS, DIST & LOG II",6,6,6,6,6,6
,,,,15915,A3010200,AP BIOLOGY,27,159,5.9,53,315,5.9
,,,,15915,A3020000,AP ENVIRONMENTAL SCIENCE,11,66,6,28,165,5.9
,,,,15915,A3100101,AP CALCULUS AB,189,"1,110",5.9,258,"1,524",5.9
,,,,15915,A3100102,AP CALCULUS BC,15,87,5.8,41,237,5.8
,,,,15915,A3100200,AP STATISTICS (APSTATS),65,381,5.9,92,537,5.8
,,,,15915,A3220100,AP ENGLISH LANGUAGE AND COMP,512,"3,048",6,988,"5,889",6
,,,,15915,A3220200,AP ENGLISH LITERATURE AND COMP,635,"3,789",6,861,"5,139",6
,,,,15915,A3310200,AP MACROECONOMICS,29,87,3,51,153,3
,,,,15915,A3330100,AP U.S. GOVERNMENT & POLITICS,126,378,3,210,630,3
,,,,15915,A3340100,AP UNITED STATES HISTORY,294,"1,740",5.9,599,"3,564",5.9
Total,,,,15915,,,"3,023","16,845",5.6,"4,799","26,970",5.6
,,,,15915,,,,,,,,
15916,JUDSON ISD,TRADITIONAL ISD/CSD,,15916,3060200,EARTH AND SPACE SCIENCE (ESS),,0,,100,300,3
,,,,15916,3102500,INDEP STUDY IN MATH (1ST TIME),5,20,4,101,310,3.1
,,,,15916,3102501,INDEP STUDY IN MATH (2ND TIME),,0,,17,63,3.7
,,,,15916,3102502,INDEPEND STUDY MATH,,0,,4,16,4
,,,,15916,3155400,MUSIC STUDIES - MUSIC THEORY I,,0,,46,138,3
,,,,15916,3220300,ENGLISH III (ENG 3),18,54,3,109,627,5.8
,,,,15916,3220400,ENGLISH IV (ENG 4),26,153,5.9,134,780,5.8
,,,,15916,3241200,INDEP STUDY/SPEECH (1ST TIME),3,3,3,111,333,3
,,,,15916,3241400,COMMUNICATION APPLICATIONS,,0,,112,336,3
,,,,15916,3250100,"THEATRE I, THEATRE ARTS I",3,12,4,34,105,3.1
,,,,15916,3310300,ECONOMICS W/EMPH FREE ENTERPR,15,45,3,119,357,3
,,,,15916,3320100,WORLD GEOGRAPHY STUDIES (W GEO,3,3,3,112,336,3
,,,,15916,3330100,UNITED STATES GOVERNMENT (GOVT,9,27,3,114,342,3
,,,,15916,3340100,US HISTORY STUDIES SINCE 1877,10,30,3,11,33,3
,,,,15916,3350100,PSYCHOLOGY (PSYCH),,0,,99,297,3
,,,,15916,3380001,SOCIAL STD ADV STDYS (1ST CRD),,0,,100,300,3
,,,,15916,3380002,SPEC TOPIC IN SOC STUD (1ST),,0,,107,321,3
,,,,15916,3380003,SOC STUD RESEARCH METH (1ST),,0,,127,381,3
,,,,15916,3380022,SPEC TOPIC IN SOC STUD (2ND),,0,,102,306,3
,,,,15916,3380032,SPEC TOPICS IN SOC STUD (3RD),3,3,3,96,288,3
,,,,15916,3500100,ART I (ART 1),,0,,30,90,3
,,,,15916,3500110,ART I - ART APPRECIATION,3,3,3,3,3,3
,,,,15916,13001500,"WILDLIFE, FISH & ECO MGT",16,30,1.9,16,30,1.9
,,,,15916,13001800,PRINC&ELEM OF FLORAL DESIGN,2,2,2,2,2,2
,,,,15916,13001900,LANDSCP DESGN & TURF GRASS MGT,1.8,1.8,1.8,1.8,1.8,1.8
,,,,15916,13002000,HORTICULTURE SCIENCE,12,22,1.8,12,22,1.8
,,,,15916,13011400,BUSIN INFO MGT I,3,3,3,3,3,3
,,,,15916,13011500,BUSIN INFO MGT II,,0,,222,666,3
,,,,15916,13014400,INSTR PRACT IN ED & TRAINING,33,186,5.6,34,189,5.6
,,,,15916,13014500,PRACTICUM ED & TRAINING,18,54,3,18,54,3
,,,,15916,13020510,PRACTICUM HEALTH SCIENCE II,3,3,3,3,3,3
,,,,15916,13020600,ANATOMY & PHYSIOLOGY,11,44,4,11,44,4
,,,,15916,13024700,CHILD DEVELOPMENT,67,363,5.4,68,366,5.4
,,,,15916,13028000,RESEARCH IN INFO TECH SOL,0,17,0,0,17,0
,,,,15916,13028010,RESEARCH IN INFO TECH SOL II,2,2,2,2,2,2
,,,,15916,13029300,LAW ENFORCEMENT I,6,24,4,6,24,4
,,,,15916,13032600,ADV PRECISION METAL MANUF,5,10,2,5,10,2
,,,,15916,13037200,SCIENTIFIC RESEARCH & DESIGN,,0,,100,400,4
,,,,15916,13039300,"ENERGY, PWR, & TRANS SYS",3.5,3.5,3.5,3.5,3.5,3.5
,,,,15916,13039400,AIRCRAFT TECHNOLOGY,4,4,4,4,4,4
,,,,15916,13039500,ADV AIRCRAFT TECHNOLOGY,2,2,2,2,2,2
,,,,15916,13039600,AUTOMOTIVE TECHNOLOGY,4,4,4,4,4,4
,,,,15916,13039800,COLLISION REPAIR & REFINISH,20,102,5.1,20,102,5.1
,,,,15916,13039900,ADV COLLIS REPAIR & REFINISH,9,27,3,9,27,3
Total,,,,15916,,,278,"1,281",4.6,"2,307","8,062",3.5
,,,,15916,,,,,,,,
15917,SOUTHSIDE ISD,TRADITIONAL ISD/CSD,,15917,3101100,PRECALCULUS (PRE CALC),9,27,3,10,51,5.1
,,,,15917,3155400,MUSIC STUDIES - MUSIC THEORY I,123,369,3,149,447,3
,,,,15917,3220300,ENGLISH III (ENG 3),23,126,5.5,26,144,5.5
,,,,15917,3220400,ENGLISH IV (ENG 4),6,18,3,6,18,3
,,,,15917,3241400,COMMUNICATION APPLICATIONS,95,285,3,125,375,3
,,,,15917,3340400,WORLD HISTORY STUDIES (W HIST),23,129,5.6,40,231,5.8
,,,,15917,3810100,HEALTH EDUCATION (HLTH ED),26,78,3,45,135,3
,,,,15917,13020600,ANATOMY & PHYSIOLOGY,6,6,6,6,6,6
,,,,15917,13028000,RESEARCH IN INFO TECH SOL,3,12,4,3,12,4
,,,,15917,13028010,RESEARCH IN INFO TECH SOL II,6,6,6,6,6,6
,,,,15917,13032400,ADVANCED WELDING,20,81,4.1,20,81,4.1
,,,,15917,13032600,ADV PRECISION METAL MANUF,3,3,3,3,3,3
,,,,15917,13032900,MANUFACTURING ENGINEERING,6,6,6,6,6,6
,,,,15917,13039400,AIRCRAFT TECHNOLOGY,3,12,4,3,12,4
,,,,15917,13040000,SMALL ENGINE TECHNOLOGY,5,15,3,14,42,3
Total,,,,15917,,,332,"1,173",3.5,440,"1,569",3.6
,,,,15917,,,,,,,,
16901,JOHNSON CITY ISD,TRADITIONAL ISD/CSD,,16901,3101100,PRECALCULUS (PRE CALC),5,15,3,6,24,4
,,,,16901,3220400,ENGLISH IV (ENG 4),3,3,3,3,3,3
,,,,16901,3241400,COMMUNICATION APPLICATIONS,3,3,3,3,3,3
,,,,16901,3310300,ECONOMICS W/EMPH FREE ENTERPR,3,12,4,10,30,3
,,,,16901,3330100,UNITED STATES GOVERNMENT (GOVT,13,39,3,20,60,3
,,,,16901,3340100,US HISTORY STUDIES SINCE 1877,3,3,3,3,3,3
,,,,16901,3350100,PSYCHOLOGY (PSYCH),6,18,3,6,24,4
,,,,16901,3370100,SOCIOLOGY (SOC),3,3,3,3,3,3
,,,,16901,3490100,LANG O/T ENGLISH I - CHINESE,3,3,3,3,3,3
,,,,16901,3490200,LANG O/T ENGLISH II - CHINESE,3,3,3,3,3,3
,,,,16901,3980100,LANG O/T ENGLISH I - ASL,,0,,3,3,3
Total,,,,16901,,,38,114,3,57,171,3
,,,,16901,,,,,,,,
16902,BLANCO ISD,TRADITIONAL ISD/CSD,,16902,3220400,ENGLISH IV (ENG 4),14,78,5.6,16,90,5.6
,,,,16902,3241400,COMMUNICATION APPLICATIONS,10,30,3,10,30,3
,,,,16902,3340100,US HISTORY STUDIES SINCE 1877,6,18,3,6,18,3
,,,,16902,13011600,BUSINESS ENGLISH,6,24,4,6,24,4
Total,,,,16902,,,35,150,4.3,37,162,4.4
,,,,16902,,,,,,,,
17901,BORDEN COUNTY ISD,TRADITIONAL ISD/CSD,,17901,3102501,INDEP STUDY IN MATH (2ND TIME),13,39,3,13,39,3
,,,,17901,3220300,ENGLISH III (ENG 3),14,81,5.8,14,81,5.8
,,,,17901,3220400,ENGLISH IV (ENG 4),12,63,5.3,12,63,5.3
,,,,17901,3310300,ECONOMICS W/EMPH FREE ENTERPR,12,36,3,12,36,3
,,,,17901,3330100,UNITED STATES GOVERNMENT (GOVT,14,42,3,14,42,3
,,,,17901,3340100,US HISTORY STUDIES SINCE 1877,14,84,6,14,84,6
,,,,17901,3350100,PSYCHOLOGY (PSYCH),12,36,3,12,36,3
Total,,,,17901,,,91,381,4.2,91,381,4.2
,,,,17901,,,,,,,,
18901,CLIFTON ISD,TRADITIONAL ISD/CSD,,18901,3220300,ENGLISH III (ENG 3),22,126,5.7,22,126,5.7
,,,,18901,3220400,ENGLISH IV (ENG 4),14,42,3,13,57,4.4
,,,,18901,3310300,ECONOMICS W/EMPH FREE ENTERPR,6,18,3,9,27,3
,,,,18901,3330100,UNITED STATES GOVERNMENT (GOVT,5,15,3,6,18,3
,,,,18901,3340100,US HISTORY STUDIES SINCE 1877,16,93,5.8,16,93,5.8
,,,,18901,13009900,PROFESSIONAL COMMUNICATIONS,11,33,3,11,33,3
Total,,,,18901,,,68,327,4.8,76,354,4.7
,,,,18901,,,,,,,,
18903,MORGAN ISD,TRADITIONAL ISD/CSD,,18903,3220300,ENGLISH III (ENG 3),3,3,3,3,3,3
,,,,18903,3330100,UNITED STATES GOVERNMENT (GOVT,3,3,3,3,3,3
,,,,18903,3340100,US HISTORY STUDIES SINCE 1877,3,3,3,3,3,3
Total,,,,18903,,,6,18,3,6,18,3
,,,,18903,,,,,,,,
18904,VALLEY MILLS ISD,TRADITIONAL ISD/CSD,,18904,3220400,ENGLISH IV (ENG 4),17,51,3,17,51,3
,,,,18904,3250100,"THEATRE I, THEATRE ARTS I",3,3,3,3,3,3
,,,,18904,3250700,"THEATRE I, THEATRE PROD I",,0,,3,3,3
,,,,18904,3330100,UNITED STATES GOVERNMENT (GOVT,6,18,3,6,18,3
,,,,18904,3340100,US HISTORY STUDIES SINCE 1877,6,24,4,9,36,4
,,,,18904,3350100,PSYCHOLOGY (PSYCH),9,27,3,11,33,3
,,,,18904,3370100,SOCIOLOGY (SOC),3,12,4,3,12,4
,,,,18904,3380001,SOCIAL STD ADV STDYS (1ST CRD),3,12,4,3,12,4
,,,,18904,3380002,SPEC TOPIC IN SOC STUD (1ST),3,3,3,3,3,3
,,,,18904,13020300,MEDICAL TERMINOLOGY,3,3,3,3,3,3
Total,,,,18904,,,40,156,3.9,45,177,3.9
,,,,18904,,,,,,,,
18905,WALNUT SPRINGS ISD,TRADITIONAL ISD/CSD,,18905,3330100,UNITED STATES GOVERNMENT (GOVT,1,1,1,1,1,1
Total,,,,18905,,,1,1,1,1,1,1
,,,,18905,,,,,,,,
18906,IREDELL ISD,TRADITIONAL ISD/CSD,,18906,3220300,ENGLISH III (ENG 3),3,12,4,3,12,4
Total,,,,18906,,,3,12,4,3,12,4
,,,,18906,,,,,,,,
18907,KOPPERL ISD,TRADITIONAL ISD/CSD,,18907,3100600,ALGEBRA II (ALG2),5,15,3,5,15,3
,,,,18907,3101100,PRECALCULUS (PRE CALC),3,3,3,3,3,3
,,,,18907,3102500,INDEP STUDY IN MATH (1ST TIME),5,15,3,6,18,3
,,,,18907,3102530,STATISTICS,3,3,3,3,3,3
,,,,18907,3220300,ENGLISH III (ENG 3),6,24,4,6,24,4
,,,,18907,3220400,ENGLISH IV (ENG 4),4.5,4.5,4.5,7,21,3
,,,,18907,3340100,US HISTORY STUDIES SINCE 1877,5,15,3,5,15,3
Total,,,,18907,,,24,90,3.8,28,108,3.9
,,,,18907,,,,,,,,
18908,CRANFILLS GAP ISD,TRADITIONAL ISD/CSD,,18908,3102500,INDEP STUDY IN MATH (1ST TIME),6,6,6,6,6,6
Total,,,,18908,,,6,6,6,6,6,6
,,,,18908,,,,,,,,
19901,DEKALB ISD,TRADITIONAL ISD/CSD,,19901,3101100,PRECALCULUS (PRE CALC),24,138,5.8,24,138,5.8
,,,,19901,3221800,INDEP STUDY/ENGLISH (1ST TIME),20,114,5.7,20,114,5.7
,,,,19901,3221810,INDEP STUDY/ENGLISH (2ND TIME),12,69,5.8,12,69,5.8
,,,,19901,3330100,UNITED STATES GOVERNMENT (GOVT,21,63,3,21,63,3
,,,,19901,3340100,US HISTORY STUDIES SINCE 1877,26,147,5.7,26,147,5.7
,,,,19901,3350100,PSYCHOLOGY (PSYCH),10,30,3,10,30,3
,,,,19901,3380001,SOCIAL STD ADV STDYS (1ST CRD),6,24,4,6,24,4
,,,,19901,13022700,PRACITCUM CULINARY ARTS,3,3,3,3,3,3
,,,,19901,13025300,COSMETOLOGY II,3,3,3,3,3,3
,,,,19901,13032400,ADVANCED WELDING,6,6,6,6,6,6
,,,,19901,13033000,PRACTICUM MANUFACTURING,3,12,4,3,12,4
,,,,19901,13039700,ADV AUTOMOTIVE TECHNOLOGY,3,12,4,3,12,4
,,,,19901,13040400,"PRACTICUM TRANS, DIST & LOG",6,6,6,6,6,6
,,,,19901,A3100101,AP CALCULUS AB,13,100,7.7,13,100,7.7
,,,,19901,N1120039,SCIENCE AND TECH (SCINTEC),11,88,8,11,88,8
Total,,,,19901,,,154,818,5.3,154,818,5.3
,,,,19901,,,,,,,,
19902,HOOKS ISD,TRADITIONAL ISD/CSD,,19902,3101100,PRECALCULUS (PRE CALC),16,64,4,10,72,7.2
,,,,19902,3102500,INDEP STUDY IN MATH (1ST TIME),20,108,5.4,20,108,5.4
,,,,19902,3102502,INDEPEND STUDY MATH,8,32,4,8,32,4
,,,,19902,3220400,ENGLISH IV (ENG 4),24,141,5.9,24,141,5.9
,,,,19902,3340100,US HISTORY STUDIES SINCE 1877,25,48,1.9,26,50,1.9
,,,,19902,3350100,PSYCHOLOGY (PSYCH),20,60,3,20,60,3
,,,,19902,13037200,SCIENTIFIC RESEARCH & DESIGN,14,56,4,14,56,4
Total,,,,19902,,,109,509,4.7,111,519,4.7
,,,,19902,,,,,,,,
19903,MAUD ISD,TRADITIONAL ISD/CSD,,19903,3010200,BIOLOGY (BIO),18,54,3,18,54,3
,,,,19903,3101100,PRECALCULUS (PRE CALC),18,54,3,18,54,3
,,,,19903,3102500,INDEP STUDY IN MATH (1ST TIME),15,45,3,15,45,3
,,,,19903,3102501,INDEP STUDY IN MATH (2ND TIME),3,12,4,3,12,4
,,,,19903,3220400,ENGLISH IV (ENG 4),18,54,3,18,54,3
,,,,19903,3330100,UNITED STATES GOVERNMENT (GOVT,10,30,3,10,30,3
,,,,19903,3340100,US HISTORY STUDIES SINCE 1877,12,72,6,15,90,6
