DISTRICT,SERVICE,SERVICEX,CTE_STUDENTS_2015,CTE_HOURS_2015,CTE_AVG_2015,ALL_STUDENTS_2015,ALL_HOURS_2015,ALL_AVG_2015,CTE_STUDENTS_2016,CTE_HOURS_2016,CTE_AVG_2016,ALL_STUDENTS_2016,ALL_HOURS_2016,ALL_AVG_2016,CTE_STUDENTS_2017,CTE_HOURS_2017,CTE_AVG_2017,ALL_STUDENTS_2017,ALL_HOURS_2017,ALL_AVG_2017,CTE_STUDENTS_2018,CTE_HOURS_2018,CTE_AVG_2018,ALL_STUDENTS_2018,ALL_HOURS_2018,ALL_AVG_2018,District_x,TEA District Type_x,TEA Description_x,District_y,TEA District Type_y,TEA Description_y
116902,3310300,ECONOMICS W/EMPH FREE ENTERPR,15.0,45.0,3.0,15.0,45.0,3.0,10.0,30.0,3.0,10.0,30.0,3.0,11.0,33.0,3.0,11.0,33.0,3.0,9.0,27.0,3.0,9.0,27.0,3.0,CELESTE ISD,H,Rural,CELESTE ISD,H,Rural
116902,3330100,UNITED STATES GOVERNMENT (GOVT,12.0,36.0,3.0,12.0,36.0,3.0,10.0,30.0,3.0,10.0,30.0,3.0,12.0,36.0,3.0,12.0,36.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,CELESTE ISD,H,Rural,CELESTE ISD,H,Rural
116902,13027300,COMPUTER MAINTENANCE,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELESTE ISD,H,Rural,CELESTE ISD,H,Rural
116902,13032300,WELDING,6.0,18.0,3.0,6.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELESTE ISD,H,Rural,CELESTE ISD,H,Rural
116902,13032400,ADVANCED WELDING,6.0,6.0,6.0,6.0,6.0,6.0,3.0,12.0,4.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELESTE ISD,H,Rural,CELESTE ISD,H,Rural
116903,3102500,INDEP STUDY IN MATH (1ST TIME),14.0,42.0,3.0,16.0,48.0,3.0,20.0,60.0,3.0,22.0,66.0,3.0,27.0,81.0,3.0,30.0,90.0,3.0,27.0,105.0,3.9,33.0,135.0,4.1,COMMERCE ISD,G,Non-metropolitan Stable,COMMERCE ISD,G,Non-metropolitan Stable
116903,3102501,INDEP STUDY IN MATH (2ND TIME),11.0,33.0,3.0,13.0,39.0,3.0,16.0,48.0,3.0,18.0,54.0,3.0,20.0,60.0,3.0,22.0,66.0,3.0,19.0,57.0,3.0,21.0,63.0,3.0,COMMERCE ISD,G,Non-metropolitan Stable,COMMERCE ISD,G,Non-metropolitan Stable
116903,3220400,ENGLISH IV (ENG 4),27.0,156.0,5.8,30.0,174.0,5.8,60.0,312.0,5.2,66.0,348.0,5.3,52.0,252.0,4.8,56.0,264.0,4.7,14.0,42.0,3.0,20.0,60.0,3.0,COMMERCE ISD,G,Non-metropolitan Stable,COMMERCE ISD,G,Non-metropolitan Stable
116903,3310300,ECONOMICS W/EMPH FREE ENTERPR,12.0,36.0,3.0,15.0,45.0,3.0,26.0,78.0,3.0,31.0,93.0,3.0,23.0,69.0,3.0,26.0,78.0,3.0,19.0,57.0,3.0,25.0,75.0,3.0,COMMERCE ISD,G,Non-metropolitan Stable,COMMERCE ISD,G,Non-metropolitan Stable
116903,3330100,UNITED STATES GOVERNMENT (GOVT,14.0,42.0,3.0,17.0,51.0,3.0,30.0,90.0,3.0,35.0,105.0,3.0,26.0,78.0,3.0,29.0,87.0,3.0,23.0,69.0,3.0,29.0,87.0,3.0,COMMERCE ISD,G,Non-metropolitan Stable,COMMERCE ISD,G,Non-metropolitan Stable
116903,3340100,US HISTORY STUDIES SINCE 1877,30.0,174.0,5.8,31.0,180.0,5.8,27.0,153.0,5.7,30.0,171.0,5.7,60.0,351.0,5.9,67.0,393.0,5.9,41.0,228.0,5.6,49.0,273.0,5.6,COMMERCE ISD,G,Non-metropolitan Stable,COMMERCE ISD,G,Non-metropolitan Stable
116903,13032700,FLEXIBLE MANUFACTURING,6.0,18.0,3.0,6.0,18.0,3.0,25.0,50.0,2.0,25.0,50.0,2.0,6.0,18.0,3.0,6.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,COMMERCE ISD,G,Non-metropolitan Stable,COMMERCE ISD,G,Non-metropolitan Stable
116905,3102500,INDEP STUDY IN MATH (1ST TIME),21.0,63.0,3.0,21.0,63.0,3.0,29.0,87.0,3.0,29.0,87.0,3.0,20.0,60.0,3.0,20.0,60.0,3.0,17.0,51.0,3.0,17.0,51.0,3.0,GREENVILLE ISD,E,Independent Town,GREENVILLE ISD,E,Independent Town
116905,3220300,ENGLISH III (ENG 3),60.0,585.0,9.8,74.0,725.0,9.8,71.0,700.0,9.9,78.0,765.0,9.8,68.0,660.0,9.7,74.0,715.0,9.7,90.0,885.0,9.8,102.0,1005.0,9.9,GREENVILLE ISD,E,Independent Town,GREENVILLE ISD,E,Independent Town
116905,3220400,ENGLISH IV (ENG 4),62.0,610.0,9.8,63.0,620.0,9.8,71.0,675.0,9.5,72.0,678.0,9.4,66.0,641.0,9.7,67.0,651.0,9.7,64.0,635.0,9.9,66.0,655.0,9.9,GREENVILLE ISD,E,Independent Town,GREENVILLE ISD,E,Independent Town
116905,3340100,US HISTORY STUDIES SINCE 1877,56.0,540.0,9.6,70.0,680.0,9.7,69.0,655.0,9.5,77.0,730.0,9.5,67.0,665.0,9.9,73.0,720.0,9.9,87.0,516.0,5.9,98.0,582.0,5.9,GREENVILLE ISD,E,Independent Town,GREENVILLE ISD,E,Independent Town
116905,13032900,MANUFACTURING ENGINEERING,15.0,45.0,3.0,15.0,45.0,3.0,12.0,115.0,9.6,12.0,115.0,9.6,35.0,70.0,2.0,35.0,70.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,GREENVILLE ISD,E,Independent Town,GREENVILLE ISD,E,Independent Town
116905,13036700,ENGINEERING MATHEMATICS,25.0,75.0,3.0,25.0,75.0,3.0,5.0,10.0,2.0,10.0,10.0,10.0,0.0,55.0,0.0,0.0,55.0,0.0,25.0,50.0,2.0,25.0,50.0,2.0,GREENVILLE ISD,E,Independent Town,GREENVILLE ISD,E,Independent Town
116905,13037200,SCIENTIFIC RESEARCH & DESIGN,21.0,210.0,10.0,21.0,210.0,10.0,15.0,45.0,3.0,15.0,45.0,3.0,25.0,75.0,3.0,25.0,75.0,3.0,0.0,65.0,0.0,0.0,65.0,0.0,GREENVILLE ISD,E,Independent Town,GREENVILLE ISD,E,Independent Town
116906,3102502,INDEPEND STUDY MATH,11.0,33.0,3.0,13.0,39.0,3.0,3.0,12.0,4.0,6.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,114.0,5.4,22.0,117.0,5.3,LONE OAK ISD,G,Non-metropolitan Stable,LONE OAK ISD,G,Non-metropolitan Stable
116906,3220400,ENGLISH IV (ENG 4),26.0,153.0,5.9,28.0,165.0,5.9,21.0,123.0,5.9,23.0,132.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,37.0,219.0,5.9,40.0,234.0,5.9,LONE OAK ISD,G,Non-metropolitan Stable,LONE OAK ISD,G,Non-metropolitan Stable
116906,3241400,COMMUNICATION APPLICATIONS,15.0,45.0,3.0,24.0,72.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,102.0,3.0,35.0,105.0,3.0,LONE OAK ISD,G,Non-metropolitan Stable,LONE OAK ISD,G,Non-metropolitan Stable
116906,3250200,THEATRE ARTS II (TH2),3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LONE OAK ISD,G,Non-metropolitan Stable,LONE OAK ISD,G,Non-metropolitan Stable
116906,3310300,ECONOMICS W/EMPH FREE ENTERPR,22.0,66.0,3.0,25.0,75.0,3.0,18.0,54.0,3.0,19.0,57.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,96.0,3.0,32.0,96.0,3.0,LONE OAK ISD,G,Non-metropolitan Stable,LONE OAK ISD,G,Non-metropolitan Stable
116906,3330100,UNITED STATES GOVERNMENT (GOVT,20.0,60.0,3.0,22.0,66.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,99.0,3.0,35.0,105.0,3.0,LONE OAK ISD,G,Non-metropolitan Stable,LONE OAK ISD,G,Non-metropolitan Stable
116906,3340100,US HISTORY STUDIES SINCE 1877,15.0,90.0,6.0,25.0,150.0,6.0,15.0,84.0,5.6,26.0,147.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,39.0,234.0,6.0,41.0,246.0,6.0,LONE OAK ISD,G,Non-metropolitan Stable,LONE OAK ISD,G,Non-metropolitan Stable
116906,3380001,SOCIAL STUDIES ADV (1ST TIME),15.0,45.0,3.0,22.0,66.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LONE OAK ISD,G,Non-metropolitan Stable,LONE OAK ISD,G,Non-metropolitan Stable
116906,3380002,SPEC TOPIC IN SOC STUD (1ST),7.0,21.0,3.0,7.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LONE OAK ISD,G,Non-metropolitan Stable,LONE OAK ISD,G,Non-metropolitan Stable
116906,13027300,COMPUTER MAINTENANCE,6.0,18.0,3.0,6.0,18.0,3.0,6.0,24.0,4.0,6.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LONE OAK ISD,G,Non-metropolitan Stable,LONE OAK ISD,G,Non-metropolitan Stable
116906,13027400,TELECOMM & NETWORKING,5.0,5.0,5.0,5.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LONE OAK ISD,G,Non-metropolitan Stable,LONE OAK ISD,G,Non-metropolitan Stable
116906,13032300,WELDING,0.0,35.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LONE OAK ISD,G,Non-metropolitan Stable,LONE OAK ISD,G,Non-metropolitan Stable
116908,3102500,INDEP STUDY IN MATH (1ST TIME),27.0,81.0,3.0,28.0,84.0,3.0,18.0,54.0,3.0,18.0,54.0,3.0,40.0,120.0,3.0,41.0,123.0,3.0,23.0,69.0,3.0,25.0,75.0,3.0,QUINLAN ISD,D,Other Central City Suburban,QUINLAN ISD,D,Other Central City Suburban
116908,3102501,INDEP STUDY IN MATH (2ND TIME),24.0,72.0,3.0,25.0,75.0,3.0,17.0,51.0,3.0,17.0,51.0,3.0,40.0,120.0,3.0,41.0,123.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,QUINLAN ISD,D,Other Central City Suburban,QUINLAN ISD,D,Other Central City Suburban
116908,3220300,ENGLISH III (ENG 3),25.0,129.0,5.2,31.0,162.0,5.2,39.0,228.0,5.8,51.0,300.0,5.9,27.0,156.0,5.8,31.0,180.0,5.8,35.0,207.0,5.9,36.0,213.0,5.9,QUINLAN ISD,D,Other Central City Suburban,QUINLAN ISD,D,Other Central City Suburban
116908,3220400,ENGLISH IV (ENG 4),4.5,4.5,4.5,3.0,12.0,4.0,6.0,6.0,6.0,3.0,12.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,QUINLAN ISD,D,Other Central City Suburban,QUINLAN ISD,D,Other Central City Suburban
116908,3240900,PUBLIC SPEAKING I (PUBSPKG1),3.0,3.0,3.0,19.0,57.0,3.0,11.0,33.0,3.0,26.0,78.0,3.0,27.0,81.0,3.0,28.0,84.0,3.0,37.0,111.0,3.0,39.0,117.0,3.0,QUINLAN ISD,D,Other Central City Suburban,QUINLAN ISD,D,Other Central City Suburban
116908,3310300,ECONOMICS W/EMPH FREE ENTERPR,27.0,81.0,3.0,28.0,84.0,3.0,19.0,57.0,3.0,19.0,57.0,3.0,41.0,123.0,3.0,42.0,126.0,3.0,23.0,69.0,3.0,25.0,75.0,3.0,QUINLAN ISD,D,Other Central City Suburban,QUINLAN ISD,D,Other Central City Suburban
116908,3330100,UNITED STATES GOVERNMENT (GOVT,30.0,90.0,3.0,32.0,96.0,3.0,21.0,63.0,3.0,21.0,63.0,3.0,41.0,123.0,3.0,42.0,126.0,3.0,25.0,75.0,3.0,27.0,81.0,3.0,QUINLAN ISD,D,Other Central City Suburban,QUINLAN ISD,D,Other Central City Suburban
116908,3340100,US HISTORY STUDIES SINCE 1877,27.0,147.0,5.4,34.0,183.0,5.4,41.0,243.0,5.9,56.0,333.0,5.9,31.0,174.0,5.6,37.0,207.0,5.6,35.0,210.0,6.0,37.0,219.0,5.9,QUINLAN ISD,D,Other Central City Suburban,QUINLAN ISD,D,Other Central City Suburban
116908,3440300,LANG O/T ENGLISH III - SPANISH,23.0,126.0,5.5,24.0,132.0,5.5,43.0,328.0,7.6,44.0,336.0,7.6,43.0,172.0,4.0,48.0,192.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,QUINLAN ISD,D,Other Central City Suburban,QUINLAN ISD,D,Other Central City Suburban
116909,3102500,INDEP STUDY IN MATH (1ST TIME),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,19.0,0.0,0.0,19.0,0.0,10.0,10.0,1.0,10.0,10.0,1.0,WOLFE CITY ISD,H,Rural,WOLFE CITY ISD,H,Rural
116909,3220400,ENGLISH IV (ENG 4),0.0,13.0,0.0,0.0,13.0,0.0,14.0,26.0,1.9,14.0,26.0,1.9,14.0,27.0,1.9,14.0,27.0,1.9,20.0,38.0,1.9,22.0,42.0,1.9,WOLFE CITY ISD,H,Rural,WOLFE CITY ISD,H,Rural
116909,3241400,COMMUNICATION APPLICATIONS,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,1.0,14.0,14.0,1.0,18.0,18.0,1.0,18.0,18.0,1.0,18.0,18.0,1.0,18.0,18.0,1.0,WOLFE CITY ISD,H,Rural,WOLFE CITY ISD,H,Rural
116909,3310300,ECONOMICS W/EMPH FREE ENTERPR,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,12.0,12.0,1.0,12.0,12.0,1.0,21.0,21.0,1.0,21.0,21.0,1.0,WOLFE CITY ISD,H,Rural,WOLFE CITY ISD,H,Rural
116909,3330100,UNITED STATES GOVERNMENT (GOVT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,13.0,1.0,13.0,13.0,1.0,25.0,25.0,1.0,25.0,25.0,1.0,WOLFE CITY ISD,H,Rural,WOLFE CITY ISD,H,Rural
116909,3340400,WORLD HISTORY STUDIES (W HIST),1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WOLFE CITY ISD,H,Rural,WOLFE CITY ISD,H,Rural
116909,3350100,PSYCHOLOGY (PSYCH),1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WOLFE CITY ISD,H,Rural,WOLFE CITY ISD,H,Rural
116909,3380002,SPEC TOPIC IN SOC STUD (1ST),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,13.0,1.0,17.0,17.0,1.0,17.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WOLFE CITY ISD,H,Rural,WOLFE CITY ISD,H,Rural
116909,3380022,SPEC TOPIC IN SOC STUD (2ND),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,1.0,14.0,14.0,1.0,14.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,WOLFE CITY ISD,H,Rural,WOLFE CITY ISD,H,Rural
116909,3380032,SPEC TOPICS IN SOC STUD (3RD),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WOLFE CITY ISD,H,Rural,WOLFE CITY ISD,H,Rural
116909,3500100,ART I (ART 1),1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,3.0,5.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,WOLFE CITY ISD,H,Rural,WOLFE CITY ISD,H,Rural
116909,13032400,ADVANCED WELDING,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,WOLFE CITY ISD,H,Rural,WOLFE CITY ISD,H,Rural
116909,00008,PE SUB NON-DIST PGM 1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WOLFE CITY ISD,H,Rural,WOLFE CITY ISD,H,Rural
116915,3220300,ENGLISH III (ENG 3),17.0,51.0,3.0,17.0,51.0,3.0,23.0,138.0,6.0,23.0,138.0,6.0,18.0,108.0,6.0,19.0,114.0,6.0,19.0,114.0,6.0,19.0,114.0,6.0,BLAND ISD,H,Rural,BLAND ISD,H,Rural
116915,3220400,ENGLISH IV (ENG 4),38.0,114.0,3.0,38.0,114.0,3.0,18.0,54.0,3.0,18.0,54.0,3.0,22.0,129.0,5.9,23.0,132.0,5.7,18.0,84.0,4.7,18.0,84.0,4.7,BLAND ISD,H,Rural,BLAND ISD,H,Rural
116915,3340100,US HISTORY STUDIES SINCE 1877,29.0,168.0,5.8,29.0,168.0,5.8,22.0,132.0,6.0,22.0,132.0,6.0,34.0,102.0,3.0,34.0,102.0,3.0,19.0,114.0,6.0,19.0,114.0,6.0,BLAND ISD,H,Rural,BLAND ISD,H,Rural
116916,3102500,INDEP STUDY IN MATH (1ST TIME),3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BOLES ISD,H,Rural,BOLES ISD,H,Rural
116916,3220300,ENGLISH III (ENG 3),9.0,27.0,3.0,14.0,42.0,3.0,10.0,30.0,3.0,10.0,60.0,6.0,6.0,6.0,6.0,10.0,60.0,6.0,12.0,72.0,6.0,12.0,72.0,6.0,BOLES ISD,H,Rural,BOLES ISD,H,Rural
116916,3220400,ENGLISH IV (ENG 4),6.0,24.0,4.0,11.0,33.0,3.0,15.0,45.0,3.0,12.0,63.0,5.3,10.0,57.0,5.7,15.0,84.0,5.6,15.0,45.0,3.0,10.0,57.0,5.7,BOLES ISD,H,Rural,BOLES ISD,H,Rural
116916,3310300,ECONOMICS W/EMPH FREE ENTERPR,5.0,15.0,3.0,5.0,15.0,3.0,3.0,3.0,3.0,3.0,12.0,4.0,6.0,24.0,4.0,11.0,33.0,3.0,10.0,30.0,3.0,13.0,39.0,3.0,BOLES ISD,H,Rural,BOLES ISD,H,Rural
116916,3330100,UNITED STATES GOVERNMENT (GOVT,3.0,12.0,4.0,5.0,15.0,3.0,3.0,3.0,3.0,3.0,12.0,4.0,9.0,27.0,3.0,11.0,33.0,3.0,11.0,33.0,3.0,14.0,42.0,3.0,BOLES ISD,H,Rural,BOLES ISD,H,Rural
116916,3340100,US HISTORY STUDIES SINCE 1877,3.0,3.0,3.0,3.0,3.0,3.0,11.0,22.0,2.0,11.0,50.0,4.5,18.0,54.0,3.0,16.0,96.0,6.0,11.0,66.0,6.0,11.0,66.0,6.0,BOLES ISD,H,Rural,BOLES ISD,H,Rural
117901,3010200,BIOLOGY (BIO),6.0,24.0,4.0,17.0,56.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BORGER ISD,G,Non-metropolitan Stable,BORGER ISD,G,Non-metropolitan Stable
117901,3101100,PRECALCULUS (PRE CALC),3.0,3.0,3.0,9.0,27.0,3.0,6.0,6.0,6.0,9.0,36.0,4.0,9.0,36.0,4.0,27.0,150.0,5.6,22.0,120.0,5.5,29.0,162.0,5.6,BORGER ISD,G,Non-metropolitan Stable,BORGER ISD,G,Non-metropolitan Stable
117901,3102500,INDEP STUDY IN MATH (1ST TIME),37.0,111.0,3.0,56.0,168.0,3.0,41.0,123.0,3.0,50.0,150.0,3.0,39.0,117.0,3.0,70.0,210.0,3.0,28.0,84.0,3.0,34.0,102.0,3.0,BORGER ISD,G,Non-metropolitan Stable,BORGER ISD,G,Non-metropolitan Stable
117901,3102501,INDEP STUDY IN MATH (2ND TIME),26.0,78.0,3.0,38.0,114.0,3.0,39.0,117.0,3.0,48.0,144.0,3.0,36.0,108.0,3.0,64.0,192.0,3.0,28.0,84.0,3.0,34.0,102.0,3.0,BORGER ISD,G,Non-metropolitan Stable,BORGER ISD,G,Non-metropolitan Stable
117901,3220300,ENGLISH III (ENG 3),42.0,240.0,5.7,52.0,291.0,5.6,62.0,321.0,5.2,66.0,345.0,5.2,71.0,363.0,5.1,80.0,402.0,5.0,39.0,198.0,5.1,43.0,219.0,5.1,BORGER ISD,G,Non-metropolitan Stable,BORGER ISD,G,Non-metropolitan Stable
117901,3220400,ENGLISH IV (ENG 4),30.0,168.0,5.6,41.0,231.0,5.6,50.0,279.0,5.6,60.0,336.0,5.6,27.0,138.0,5.1,55.0,297.0,5.4,39.0,204.0,5.2,47.0,249.0,5.3,BORGER ISD,G,Non-metropolitan Stable,BORGER ISD,G,Non-metropolitan Stable
117901,3221600,HUMANITIES (FIRST TIME TAKEN),27.0,81.0,3.0,39.0,117.0,3.0,45.0,135.0,3.0,50.0,150.0,3.0,65.0,195.0,3.0,66.0,198.0,3.0,29.0,87.0,3.0,30.0,90.0,3.0,BORGER ISD,G,Non-metropolitan Stable,BORGER ISD,G,Non-metropolitan Stable
117901,3310300,ECONOMICS W/EMPH FREE ENTERPR,32.0,96.0,3.0,48.0,144.0,3.0,47.0,141.0,3.0,60.0,180.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BORGER ISD,G,Non-metropolitan Stable,BORGER ISD,G,Non-metropolitan Stable
117901,3330100,UNITED STATES GOVERNMENT (GOVT,26.0,78.0,3.0,42.0,126.0,3.0,43.0,130.0,3.0,57.0,172.0,3.0,25.0,75.0,3.0,50.0,150.0,3.0,40.0,120.0,3.0,48.0,144.0,3.0,BORGER ISD,G,Non-metropolitan Stable,BORGER ISD,G,Non-metropolitan Stable
117901,13009000,PRACTICUM GRAPH DESGN & ILLUST,1.7,1.7,1.7,5.0,10.0,2.0,3.0,3.0,3.0,5.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BORGER ISD,G,Non-metropolitan Stable,BORGER ISD,G,Non-metropolitan Stable
117901,13025100,INTR TO COSMETOLOGY,15.0,45.0,3.0,15.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BORGER ISD,G,Non-metropolitan Stable,BORGER ISD,G,Non-metropolitan Stable
117901,13025200,COSMETOLOGY I,10.0,40.0,4.0,10.0,40.0,4.0,5.0,20.0,4.0,5.0,20.0,4.0,0.0,35.0,0.0,0.0,35.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,BORGER ISD,G,Non-metropolitan Stable,BORGER ISD,G,Non-metropolitan Stable
117901,13025300,COSMETOLOGY II,5.0,20.0,4.0,5.0,20.0,4.0,10.0,30.0,3.0,10.0,30.0,3.0,5.0,5.0,5.0,5.0,10.0,2.0,5.0,10.0,2.0,5.0,10.0,2.0,BORGER ISD,G,Non-metropolitan Stable,BORGER ISD,G,Non-metropolitan Stable
117901,13032300,WELDING,28.0,138.0,4.9,28.0,138.0,4.9,18.0,165.0,9.2,18.0,165.0,9.2,16.0,115.0,7.2,16.0,115.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,BORGER ISD,G,Non-metropolitan Stable,BORGER ISD,G,Non-metropolitan Stable
117901,13032400,ADVANCED WELDING,13.0,26.0,2.0,13.0,26.0,2.0,15.0,60.0,4.0,15.0,60.0,4.0,10.0,85.0,8.5,10.0,85.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,BORGER ISD,G,Non-metropolitan Stable,BORGER ISD,G,Non-metropolitan Stable
117903,3102500,INDEP STUDY IN MATH (1ST TIME),11.0,33.0,3.0,15.0,45.0,3.0,13.0,75.0,5.8,19.0,108.0,5.7,13.0,75.0,5.8,14.0,81.0,5.8,22.0,129.0,5.9,23.0,135.0,5.9,SANFORD-FRITCH ISD,H,Rural,SANFORD-FRITCH ISD,H,Rural
117903,3102501,INDEP STUDY IN MATH (2ND TIME),13.0,39.0,3.0,13.0,39.0,3.0,2.3,2.3,2.3,2.4,2.4,2.4,12.0,88.0,7.3,12.0,88.0,7.3,12.0,48.0,4.0,12.0,48.0,4.0,SANFORD-FRITCH ISD,H,Rural,SANFORD-FRITCH ISD,H,Rural
117903,3220400,ENGLISH IV (ENG 4),12.0,72.0,6.0,15.0,90.0,6.0,16.0,93.0,5.8,21.0,123.0,5.9,22.0,126.0,5.7,22.0,126.0,5.7,13.0,75.0,5.8,13.0,75.0,5.8,SANFORD-FRITCH ISD,H,Rural,SANFORD-FRITCH ISD,H,Rural
117903,3310300,ECONOMICS W/EMPH FREE ENTERPR,3.0,3.0,3.0,11.0,33.0,3.0,12.0,36.0,3.0,17.0,51.0,3.0,17.0,51.0,3.0,17.0,51.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,SANFORD-FRITCH ISD,H,Rural,SANFORD-FRITCH ISD,H,Rural
117903,3330100,UNITED STATES GOVERNMENT (GOVT,13.0,39.0,3.0,15.0,45.0,3.0,16.0,48.0,3.0,21.0,63.0,3.0,15.0,45.0,3.0,15.0,45.0,3.0,12.0,36.0,3.0,12.0,36.0,3.0,SANFORD-FRITCH ISD,H,Rural,SANFORD-FRITCH ISD,H,Rural
117903,13032300,WELDING,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SANFORD-FRITCH ISD,H,Rural,SANFORD-FRITCH ISD,H,Rural
117904,3050000,PHYSICS (PHYSICS),3.0,12.0,4.0,9.0,36.0,4.0,10.0,40.0,4.0,10.0,80.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PLEMONS-STINNETT-PHILLIPS CISD,H,Rural,PLEMONS-STINNETT-PHILLIPS CISD,H,Rural
